node_id,domain,subfield,knowledge_point,stage_label,normalized_difficulty,source_type,source_reference,synonyms,scope_note
HKG-NODE-NODE-NODE-603,数论,分数,分数大小比较,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:分数的大小比较和化简,分数比大小;比较分数的大小,聚焦真分数、假分数或带分数之间的大小比较方法，可包括同分母、同分子以及借助通分或与1比较等常见策略。该节点对应原始合并表述中的“分数的大小比较”部分，宜与“化简/约分”拆分。
HKG-NODE-NODE-NODE-604,数论,分数,分数约分与化简,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:分数的大小比较和化简,分数化简;分数约分;把分数化成最简分数,聚焦把分数化为较简形式，核心操作通常是约分，并可落实到最简分数。该节点对应原始合并表述中的“化简”部分；“化简”表面词过宽，建议在节点名中保留“约分与化简”以减轻歧义。
HKG-NODE-NODE-NODE-612,数论,互质和最大公因数,判断两个自然数是否互质的方法,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:互质的判断方法,互质的判断方法;判断两个数是否互质;两个数互质的判定,聚焦于两个自然数是否互质的判定，通常与“公因数只有1”或“最大公因数是1”的理解相关；不应泛化为单个数的性质，也不应扩展到更高阶段的整式或更抽象对象的互素性。
HKG-NODE-NODE-NODE-613,数论,互质和最大公因数,判断两个自然数是否互质,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:互质的判断方法,互质的判断方法;判断两个数是否互质;判断两个自然数是否互质;互素的判断,聚焦“互质的判断方法”这一可教学点，范围应为依据公因数关系判断两个自然数是否互质。当前人工审计来源仅提供节点标题与图谱路径，未给出教材展开细则；是否细分为若干具体判断法则需后续核验。
HKG-NODE-NODE-NODE-614,数论,互质和最大公因数,求两个或几个自然数的最大公因数,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:求最大公因数、提取最大公因数,求最大公因数;找最大公因数;最大公因数的求法,对应现有图谱词条中的“求最大公因数”部分，范围宜限定为在小学阶段求自然数的最大公因数，用于约分、判断互质或相关应用题；不应泛化到整数、多项式或欧几里得算法的形式化证明。
HKG-NODE-NODE-NODE-616,数论,互质和最大公因数,求两个或几个数的最大公因数,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:求最大公因数、提取最大公因数,求最大公因数;找最大公因数,聚焦把两个或几个自然数的公因数中最大的一个求出来，通常包含列举因数等基础方法。该节点应与“最大公因数的概念”区分，也应与“利用分解质因数法求最大公因数”等更细方法型节点按需要拆分。
HKG-NODE-NODE-NODE-620,数论,百分数,百分数与小数的互化,Grade 6 semester 1,43.48,manual_audit,src/open_r1/knowledge_base_graph57.json:百分数与分数、小数的互化,百分数和小数的互化;百分数与小数互化;小数化成百分数与百分数化成小数,聚焦百分数与小数之间的双向转换，包括把小数改写成百分数、把百分数改写成小数。该节点不直接覆盖百分数应用题中的增长率、折扣、税率等情境求解。
HKG-NODE-NODE-NODE-621,数论,百分数,百分数与分数的互化,Grade 6 semester 1,43.48,manual_audit,src/open_r1/knowledge_base_graph57.json:百分数与分数、小数的互化,百分数和分数的互化;百分数与分数互化;分数化成百分数与百分数化成分数,聚焦百分数与分数之间的双向转换，包括把分数改写成百分数、把百分数改写成分数。应与最简分数化简、分数四则运算等相邻知识区分。
HKG-NODE-NODE-NODE-627,数论,负数,比较包含负数的两个数的大小,Grade 6 semester 2,47.83,manual_audit,src/open_r1/knowledge_base_graph57.json:负数的认识与计算、两数大小的比较,两数大小比较（含负数）;正负数大小比较;负数大小比较,可审计对应标题中的“两数大小的比较”。建议理解为在正数、0、负数范围内比较两个数的大小，可借助数轴或大小规律；不应泛化为任意实数比较。
HKG-NODE-NODE-NODE-630,数与代数,负数,含负数的两数大小比较,Grade 6 semester 2,47.83,manual_audit,src/open_r1/knowledge_base_graph57.json:负数的认识与计算、两数大小的比较,两数大小的比较;负数大小比较;正负数大小比较,由来源标题中的“两数大小的比较”结合负数主题提出。建议范围限定为正数、负数与0之间，以及两个负数之间的大小比较；不泛化为所有实数比较。
HKG-NODE-NODE-NODE-634,数论,有理数、相反数、绝对值,有理数的概念与分类,Grade 7 semester 1,52.17,manual_audit,src/open_r1/knowledge_base_graph57.json:有理数、相反数、绝对值的概念,有理数的概念;有理数的认识;有理数的定义与分类,建议将合并条目拆分。该节点聚焦于有理数的定义、正有理数/负有理数/零的归类，以及整数与分数统一到有理数范围内的初始认识；不直接包含相反数运算规则或绝对值性质。
HKG-NODE-NODE-NODE-637,数论,有理数、相反数、绝对值,有理数的概念,Grade 7 semester 1,52.17,manual_audit,src/open_r1/knowledge_base_graph57.json:有理数、相反数、绝对值的概念,有理数概念;有理数的定义;认识有理数,指对有理数这一数集的初步定义性认识与识别，宜与后续的有理数分类、大小比较、运算分开建点。
HKG-NODE-NODE-NODE-640,数理逻辑,找规律,根据颜色或形状的有序排列识别并续接简单重复规律,Grade 1 semester 2,4.35,manual_audit,src/open_r1/knowledge_base_graph57.json:通过数字变化、颜色、形状找规律,按颜色和形状找规律;看图形和颜色找规律;图形排列规律,聚焦以颜色、形状等直观属性构成的简单序列规律识别与续接，适合一年级下册常见的图形排序任务。该节点不应泛化到复杂周期、多重条件叠加或抽象函数规律。
HKG-NODE-NODE-NODE-643,数理逻辑,找规律,根据颜色或形状的重复与变化识别并续接简单规律,Grade 1 semester 2,4.35,manual_audit,src/open_r1/knowledge_base_graph57.json:通过数字变化、颜色、形状找规律,按颜色找规律;按形状找规律;根据颜色和形状找规律;图形规律续接,聚焦一年级下册常见的直观规律活动，依据颜色、形状等外显属性识别重复或交替排列，并进行续接、补全或判断下一项。不扩展到复杂图形变换或抽象函数规律。
HKG-NODE-NODE-NODE-647,数理逻辑,互逆命题,互逆命题的概念,Grade 8 semester 2,65.22,manual_audit,src/open_r1/knowledge_base_graph57.json:互逆命题的概与判断,互逆命题的定义;互为逆命题的概念,聚焦于识别一对命题是否互为逆命题所需的基础概念，不外推到更广的充分条件、必要条件或逆否命题系统训练。
HKG-NODE-NODE-NODE-648,数理逻辑,互逆命题,判断两个命题是否互为逆命题,Grade 8 semester 2,65.22,manual_audit,src/open_r1/knowledge_base_graph57.json:互逆命题的概与判断,互逆命题的判断;判断互为逆命题;识别互逆命题,聚焦于识别与判定：给定两个命题，能判断它们是否通过交换条件与结论而互为逆命题。此处不默认包含真假性比较，也不默认包含逆否命题相关推理。
HKG-NODE-NODE-NODE-651,离散数学,逻辑、量词,互逆命题的概念,Grade 8 semester 2,65.22,manual_audit,src/open_r1/knowledge_base_graph57.json:互逆命题的概念与判断,互为逆命题;逆命题关系,聚焦于两个命题互为逆命题这一关系性概念，通常对应在一个命题的条件与结论交换后得到另一个命题。适合与具体命题改写区分，不扩展到逆否命题、否命题的系统比较，除非该单元另有明确证据。
HKG-NODE-NODE-NODE-653,离散数学,逻辑、量词,互逆命题的概念与判断,Grade 8 semester 2,65.22,manual_audit,src/open_r1/knowledge_base_graph57.json:互逆命题的概念与判断,互为逆命题的判断;互逆命题的判定;逆命题关系的判断,围绕条件命题相关术语，理解“两个命题互为逆命题”的关系，并能根据命题的条件与结论位置变化判断一对命题是否互逆。该节点应限定为概念辨析与关系判断，不自动扩展到逆否命题、命题真假性证明或充分必要条件的系统推理，除非教材同处明确合并教学。
