synonym_id,node_id,domain,subfield,knowledge_point,surface_form,surface_type,language,stage_label,notes
SYN-0550,HKG-NODE-NODE-NODE-326,几何,数轴与坐标系,数轴上两点中点的坐标公式,数轴上两点中点的坐标公式,canonical,zh,Grade 7 semester 2,节点规范名，限定在一维数轴情境。
SYN-0551,HKG-NODE-NODE-NODE-326,几何,数轴与坐标系,数轴上两点中点的坐标公式,中点坐标公式,variant,zh,Grade 7 semester 2,常见简称，但未指明是一维还是二维；可能与平面直角坐标系中的中点公式混淆。
SYN-0552,HKG-NODE-NODE-NODE-326,几何,数轴与坐标系,数轴上两点中点的坐标公式,数轴中点坐标公式,variant,zh,Grade 7 semester 2,较稳定地指向一维中点坐标求法。
SYN-0553,HKG-NODE-NODE-NODE-326,几何,数轴与坐标系,数轴上两点中点的坐标公式,线段中点坐标公式（数轴上）,variant,zh,Grade 7 semester 2,对适用对象作了补充限定，避免与平面线段中点公式混淆。
SYN-0554,HKG-NODE-NODE-NODE-326,几何,数轴与坐标系,数轴上两点中点的坐标公式,数轴上中点坐标的求法,textbook_phrase,zh,Grade 7 semester 2,强调由两点坐标求中点坐标的方法。
SYN-0555,HKG-NODE-NODE-NODE-326,几何,数轴与坐标系,数轴上两点中点的坐标公式,\((x_1+x_2)/2\),formula,symbolic,Grade 7 semester 2,一维数轴上两点中点坐标的典型公式写法；符号本身也可在二维中作为某一坐标分量出现。
SYN-0556,HKG-NODE-NODE-NODE-327,几何,三角形,三角形三边关系（任意两边之和大于第三边，任意两边之差小于第三边）,三角形三边关系（任意两边之和大于第三边，任意两边之差小于第三边）,canonical,zh,Grade 7 semester 2,节点规范名，完整呈现可构成条件与差的范围约束。
SYN-0557,HKG-NODE-NODE-NODE-327,几何,三角形,三角形三边关系（任意两边之和大于第三边，任意两边之差小于第三边）,三角形三边关系,variant,zh,Grade 7 semester 2,最常见概括名称。
SYN-0558,HKG-NODE-NODE-NODE-327,几何,三角形,三角形三边关系（任意两边之和大于第三边，任意两边之差小于第三边）,三角形三边不等关系,variant,zh,Grade 7 semester 2,强调不等式性质。
SYN-0559,HKG-NODE-NODE-NODE-327,几何,三角形,三角形三边关系（任意两边之和大于第三边，任意两边之差小于第三边）,三角形三边的关系,variant,zh,Grade 7 semester 2,语序变体，通常不改变范围。
SYN-0560,HKG-NODE-NODE-NODE-327,几何,三角形,三角形三边关系（任意两边之和大于第三边，任意两边之差小于第三边）,三角形三边不等式,variant,zh,Grade 7 semester 2,常见术语，但在不同课程体系中有时只突出“任意两边之和大于第三边”；此节点还包含“两边之差小于第三边”的取值范围表述。
SYN-0561,HKG-NODE-NODE-NODE-327,几何,三角形,三角形三边关系（任意两边之和大于第三边，任意两边之差小于第三边）,任意两边之和大于第三边,textbook_phrase,zh,Grade 7 semester 2,三角形三边关系的核心性质之一，可作为局部表层形式。
SYN-0562,HKG-NODE-NODE-NODE-327,几何,三角形,三角形三边关系（任意两边之和大于第三边，任意两边之差小于第三边）,任意两边之差小于第三边,textbook_phrase,zh,Grade 7 semester 2,第三边取值范围的另一核心表述。
SYN-0563,HKG-NODE-NODE-NODE-331,几何,三角形,三角形三边关系,三角形三边关系,canonical,zh,Grade 7 semester 2,节点的规范名称，指三角形三边之间的基本约束关系这一主题。
SYN-0564,HKG-NODE-NODE-NODE-331,几何,三角形,三角形三边关系,三角形边的关系,variant,zh,Grade 7 semester 2,与规范名近义，但表述略宽；通常仍指三角形三边之间的关系。
SYN-0565,HKG-NODE-NODE-NODE-331,几何,三角形,三角形三边关系,三角形三边的关系,variant,zh,Grade 7 semester 2,与节点范围一致，直接对应三边之间的关系。
SYN-0567,HKG-NODE-NODE-NODE-333,几何,角,多边形内角和定理及其计算,多边形内角和定理及其计算,canonical,zh,Grade 7 semester 2,节点规范名称，强调凸多边形内角和与边数关系及基础计算。
SYN-0568,HKG-NODE-NODE-NODE-333,几何,角,多边形内角和定理及其计算,多边形的内角和,variant,zh,Grade 7 semester 2,常见表述，可指内角和这一主题；也可能泛指结果值本身。
SYN-0569,HKG-NODE-NODE-NODE-333,几何,角,多边形内角和定理及其计算,n边形内角和,variant,mixed,Grade 7 semester 2,用于强调边数与内角和的对应关系；n为变量。
SYN-0570,HKG-NODE-NODE-NODE-333,几何,角,多边形内角和定理及其计算,多边形内角和公式,variant,zh,Grade 7 semester 2,常用于指向定理的公式表达与计算；与节点335高度重叠，需依赖后续关系层消歧。
SYN-0571,HKG-NODE-NODE-NODE-333,几何,角,多边形内角和定理及其计算,多边形内角和定理,variant,zh,Grade 7 semester 2,聚焦定理名称本身，通常与其计算应用一起教学。
SYN-0572,HKG-NODE-NODE-NODE-333,几何,角,多边形内角和定理及其计算,(n-2)×180°,formula,symbolic,Grade 7 semester 2,多边形内角和常见公式写法，默认指n边形内角和；与节点335同样可能共享。
SYN-0573,HKG-NODE-NODE-NODE-335,几何,角,多边形内角和公式及其应用,多边形内角和公式及其应用,canonical,zh,Grade 7 semester 2,节点规范名称，聚焦n边形内角和规律、公式表达与求角应用。
SYN-0574,HKG-NODE-NODE-NODE-335,几何,角,多边形内角和公式及其应用,多边形的内角和,variant,zh,Grade 7 semester 2,常见主题名；既可指结果，也可指相关公式与应用。
SYN-0575,HKG-NODE-NODE-NODE-335,几何,角,多边形内角和公式及其应用,n边形内角和,variant,mixed,Grade 7 semester 2,与公式应用场景一致，但与节点333存在强歧义。
SYN-0576,HKG-NODE-NODE-NODE-335,几何,角,多边形内角和公式及其应用,多边形内角和公式,variant,zh,Grade 7 semester 2,直接对应公式表达；与节点333高度重叠。
SYN-0577,HKG-NODE-NODE-NODE-335,几何,角,多边形内角和公式及其应用,(n-2)×180°,formula,symbolic,Grade 7 semester 2,n边形内角和公式的标准写法。
SYN-0579,HKG-NODE-NODE-NODE-339,几何,角,三角形外角的定义（由三角形一边与其邻边延长线组成的角）,三角形外角的定义（由三角形一边与其邻边延长线组成的角）,canonical,zh,Grade 7 semester 2,节点规范名称，强调定义性表述。
SYN-0580,HKG-NODE-NODE-NODE-339,几何,角,三角形外角的定义（由三角形一边与其邻边延长线组成的角）,三角形的外角,variant,zh,Grade 7 semester 2,常见教材式表述，可指对象概念本身。
SYN-0581,HKG-NODE-NODE-NODE-339,几何,角,三角形外角的定义（由三角形一边与其邻边延长线组成的角）,三角形外角,variant,zh,Grade 7 semester 2,常用简称，既可指定义对象，也可指其性质，需注意与性质节点区分。
SYN-0583,HKG-NODE-NODE-NODE-342,几何,角,三角形外角的定义与识别,三角形外角的定义与识别,canonical,zh,Grade 7 semester 2,节点规范名称，聚焦外角概念识别。
SYN-0584,HKG-NODE-NODE-NODE-342,几何,角,三角形外角的定义与识别,三角形的外角,variant,zh,Grade 7 semester 2,与节点范围一致，但与节点339共享表层形式。
SYN-0585,HKG-NODE-NODE-NODE-342,几何,角,三角形外角的定义与识别,三角形外角,variant,zh,Grade 7 semester 2,常用简称，可指对象识别，也可指性质定理。
SYN-0586,HKG-NODE-NODE-NODE-342,几何,角,三角形外角的定义与识别,三角形外角的识别,variant,zh,Grade 7 semester 2,更强调从图形中辨认外角，属于本节点的教学活动表述。
SYN-0587,HKG-NODE-NODE-NODE-346,几何,三角形,全等三角形,全等三角形,canonical,zh,Grade 8 semester 1,节点规范名称，可覆盖概念、性质与判定这一组合主题。
SYN-0588,HKG-NODE-NODE-NODE-346,几何,三角形,全等三角形,三角形全等,variant,zh,Grade 8 semester 1,常见倒装表达，通常与全等三角形同义。
SYN-0589,HKG-NODE-NODE-NODE-346,几何,三角形,全等三角形,三角形的全等,variant,zh,Grade 8 semester 1,教材式名词化表达，常见于章节标题。
SYN-0590,HKG-NODE-NODE-NODE-346,几何,三角形,全等三角形,congruent triangles,variant,en,Grade 8 semester 1,英文对应表达，适用于双语资源。
SYN-0591,HKG-NODE-NODE-NODE-346,几何,三角形,全等三角形,≌,notation,symbolic,Grade 8 semester 1,全等关系常用符号，如△ABC≌△DEF；符号本身也可用于其他全等图形。
SYN-0592,HKG-NODE-NODE-NODE-348,几何,三角形,三角形全等,三角形全等,canonical,zh,Grade 8 semester 1,节点规范名称，指三角形全等这一主题。
SYN-0593,HKG-NODE-NODE-NODE-348,几何,三角形,三角形全等,全等三角形,variant,zh,Grade 8 semester 1,常见同义表达，但与节点346完全重叠。
SYN-0594,HKG-NODE-NODE-NODE-348,几何,三角形,三角形全等,三角形的全等,variant,zh,Grade 8 semester 1,教材中可能作为章节标题使用。
SYN-0596,HKG-NODE-NODE-NODE-352,几何,多边形,多边形的内角,多边形的内角,canonical,zh,Grade 8 semester 1,节点规范名称，指多边形内角这一对象层概念。
SYN-0597,HKG-NODE-NODE-NODE-352,几何,多边形,多边形的内角,多边形内角,variant,zh,Grade 8 semester 1,常用简称，与规范名同义。
SYN-0599,HKG-NODE-NODE-NODE-353,几何,多边形,多边形的外角,多边形的外角,canonical,zh,Grade 8 semester 1,节点规范名称，指多边形外角这一对象层概念。
SYN-0600,HKG-NODE-NODE-NODE-353,几何,多边形,多边形的外角,多边形外角,variant,zh,Grade 8 semester 1,常用简称，与规范名同义。
SYN-0602,HKG-NODE-NODE-NODE-357,几何,三角形,勾股定理,勾股定理,canonical,zh,Grade 8 semester 1,节点规范名称，指直角三角形三边平方关系。
SYN-0603,HKG-NODE-NODE-NODE-357,几何,三角形,勾股定理,毕达哥拉斯定理,variant,zh,Grade 8 semester 1,勾股定理的常见别称。
SYN-0605,HKG-NODE-NODE-NODE-357,几何,三角形,勾股定理,a²+b²=c²,formula,symbolic,Grade 8 semester 1,勾股定理最常见公式形式，默认c表示斜边。
SYN-0606,HKG-NODE-NODE-NODE-357,几何,三角形,勾股定理,c²=a²+b²,formula,symbolic,Grade 8 semester 1,与a²+b²=c²等价的常见改写。
SYN-0607,HKG-NODE-NODE-NODE-357,几何,三角形,勾股定理,Pythagorean theorem,variant,en,Grade 8 semester 1,英文对应表达，适用于双语资源。
SYN-0608,HKG-NODE-NODE-NODE-358,几何,三角形,勾股定理逆定理,勾股定理逆定理,canonical,zh,Grade 8 semester 1,规范知识点名称，指由三边平方关系判定直角三角形的定理。
SYN-0609,HKG-NODE-NODE-NODE-358,几何,三角形,勾股定理逆定理,勾股定理的逆定理,variant,zh,Grade 8 semester 1,与规范名同义，常见于教材目录或讲解标题。
SYN-0610,HKG-NODE-NODE-NODE-358,几何,三角形,勾股定理逆定理,毕达哥拉斯定理逆定理,variant,zh,Grade 8 semester 1,基于“勾股定理=毕达哥拉斯定理”的异名表达；在中文教材中出现频率可能低于“勾股定理逆定理”。
SYN-0611,HKG-NODE-NODE-NODE-358,几何,三角形,勾股定理逆定理,若a^2+b^2=c^2，则该三角形为直角三角形,formula,symbolic,Grade 8 semester 1,用符号概括逆定理内容；与正向“直角三角形满足a^2+b^2=c^2”方向不同，需注意是判定式表述。
SYN-0612,HKG-NODE-NODE-NODE-360,几何,周长和面积,复合图形中由平行四边形与三角形组成图形的面积分解与拼合计算,复合图形中由平行四边形与三角形组成图形的面积分解与拼合计算,canonical,zh,Grade 8 semester 2,规范知识点名称，强调复合图形中的面积分解、补形与拼合。
SYN-0613,HKG-NODE-NODE-NODE-360,几何,周长和面积,复合图形中由平行四边形与三角形组成图形的面积分解与拼合计算,平行四边形与三角形组合图形的面积计算,variant,zh,Grade 8 semester 2,同一范围的简化表达，仍指复合图形面积问题。
SYN-0614,HKG-NODE-NODE-NODE-360,几何,周长和面积,复合图形中由平行四边形与三角形组成图形的面积分解与拼合计算,平行四边形和三角形复合图形面积,variant,zh,Grade 8 semester 2,口语化或题型化表达，范围与节点一致。
SYN-0615,HKG-NODE-NODE-NODE-360,几何,周长和面积,复合图形中由平行四边形与三角形组成图形的面积分解与拼合计算,平行四边形与三角形面积的分解计算,variant,zh,Grade 8 semester 2,强调分解法；若脱离“复合图形”语境，可能被误解为分别计算两类基本图形面积。
SYN-0617,HKG-NODE-NODE-NODE-370,几何,圆,弧的概念与识别,弧的概念与识别,canonical,zh,Grade 9 semester 1,规范知识点名称，指圆上两点间部分的对象认识与识别。
SYN-0618,HKG-NODE-NODE-NODE-370,几何,圆,弧的概念与识别,弧,variant,zh,Grade 9 semester 1,最常见短称；但在题目中也可能转指弧长或具体某段弧，存在对象概念与度量对象混用风险。
SYN-0619,HKG-NODE-NODE-NODE-370,几何,圆,弧的概念与识别,圆弧,variant,zh,Grade 9 semester 1,比“弧”更明确地落在圆的语境中，通常与本节点同义。
SYN-0620,HKG-NODE-NODE-NODE-375,几何,圆,点与圆的位置关系的判定,点与圆的位置关系的判定,canonical,zh,Grade 9 semester 1,规范知识点名称，指依据点到圆心距离与半径比较进行判定。
SYN-0621,HKG-NODE-NODE-NODE-375,几何,圆,点与圆的位置关系的判定,点和圆的位置关系,variant,zh,Grade 9 semester 1,“和/与”替换的常见同义表达。
SYN-0622,HKG-NODE-NODE-NODE-375,几何,圆,点与圆的位置关系的判定,点与圆的位置关系,variant,zh,Grade 9 semester 1,常见目录式表述，通常默认包含判定。
SYN-0623,HKG-NODE-NODE-NODE-375,几何,圆,点与圆的位置关系的判定,d与r的比较判定点在圆内、圆上、圆外,notation,symbolic,Grade 9 semester 1,用距离d与半径r的大小关系概括该节点操作范围。
SYN-0624,HKG-NODE-NODE-NODE-376,几何,圆,直线与圆的位置关系的判定,直线与圆的位置关系的判定,canonical,zh,Grade 9 semester 1,规范知识点名称，指相离、相切、相交的判定。
SYN-0625,HKG-NODE-NODE-NODE-376,几何,圆,直线与圆的位置关系的判定,直线和圆的位置关系,variant,zh,Grade 9 semester 1,“和/与”替换的常见同义表达。
SYN-0626,HKG-NODE-NODE-NODE-376,几何,圆,直线与圆的位置关系的判定,直线与圆的位置关系,variant,zh,Grade 9 semester 1,目录式简写，通常默认包含基本分类与判定。
SYN-0627,HKG-NODE-NODE-NODE-376,几何,圆,直线与圆的位置关系的判定,相离、相切、相交,textbook_phrase,zh,Grade 9 semester 1,是本节点的核心分类词，但若单独出现也可能用于圆与圆的位置关系，存在跨节点歧义。
SYN-0628,HKG-NODE-NODE-NODE-382,几何,圆,弧长公式及弧长计算,弧长公式及弧长计算,canonical,zh,Grade 9 semester 1,规范知识点名称，指圆中弧长的公式与常规求法。
SYN-0629,HKG-NODE-NODE-NODE-382,几何,圆,弧长公式及弧长计算,弧长计算,variant,zh,Grade 9 semester 1,常见题型表达，与本节点范围一致。
SYN-0630,HKG-NODE-NODE-NODE-382,几何,圆,弧长公式及弧长计算,圆弧长度的求法,variant,zh,Grade 9 semester 1,叙述式表达，通常指弧长公式应用。
SYN-0631,HKG-NODE-NODE-NODE-382,几何,圆,弧长公式及弧长计算,弧长公式,variant,zh,Grade 9 semester 1,可指向本节点，但若只谈公式记忆不谈计算，也仍在该节点范围内。
SYN-0632,HKG-NODE-NODE-NODE-382,几何,圆,弧长公式及弧长计算,l=nπr/180,formula,symbolic,Grade 9 semester 1,圆心角用角度制表示时的常见弧长公式写法。
SYN-0633,HKG-NODE-NODE-NODE-382,几何,圆,弧长公式及弧长计算,l=(θ/360)·2πr,formula,symbolic,Grade 9 semester 1,以圆心角占整圆比例表示的弧长公式；θ为圆心角。
SYN-0634,HKG-NODE-NODE-NODE-383,几何,圆,扇形面积公式及扇形面积计算,扇形面积公式及扇形面积计算,canonical,zh,Grade 9 semester 1,规范知识点名称，指扇形面积公式与求法。
SYN-0635,HKG-NODE-NODE-NODE-383,几何,圆,扇形面积公式及扇形面积计算,扇形面积计算,variant,zh,Grade 9 semester 1,常见题型表达，与本节点一致。
SYN-0636,HKG-NODE-NODE-NODE-383,几何,圆,扇形面积公式及扇形面积计算,求扇形面积,variant,zh,Grade 9 semester 1,题目指令式表达，通常直接映射到本节点。
SYN-0637,HKG-NODE-NODE-NODE-383,几何,圆,扇形面积公式及扇形面积计算,扇形面积公式,variant,zh,Grade 9 semester 1,公式记忆与应用均落在本节点范围内。
SYN-0638,HKG-NODE-NODE-NODE-383,几何,圆,扇形面积公式及扇形面积计算,S扇形=nπr^2/360,formula,symbolic,Grade 9 semester 1,圆心角用角度制表示时的常见扇形面积公式。
SYN-0639,HKG-NODE-NODE-NODE-383,几何,圆,扇形面积公式及扇形面积计算,S=(θ/360)·πr^2,formula,symbolic,Grade 9 semester 1,以圆心角占整圆比例表示的扇形面积公式；θ为圆心角。
SYN-0640,HKG-NODE-NODE-NODE-389,几何,图形的位置关系,图形的旋转,图形的旋转,canonical,zh,Grade 9 semester 1,规范知识点名称，指平面图形的旋转这一变换主题。
SYN-0642,HKG-NODE-NODE-NODE-389,几何,图形的位置关系,图形的旋转,图形旋转,variant,zh,Grade 9 semester 1,比“旋转”更聚焦于几何图形变换，但仍与节点390近乎同义。
SYN-0643,HKG-NODE-NODE-NODE-389,几何,图形的位置关系,图形的旋转,平面图形的旋转,variant,zh,Grade 9 semester 1,较完整表述，通常等同于本节点。
SYN-0644,HKG-NODE-NODE-NODE-390,几何,图形的位置关系,图形的旋转（平面几何中的旋转变换）,图形的旋转（平面几何中的旋转变换）,canonical,zh,Grade 9 semester 1,规范知识点名称，强调这是平面几何中的变换意义。
SYN-0645,HKG-NODE-NODE-NODE-390,几何,图形的位置关系,图形的旋转（平面几何中的旋转变换）,旋转变换,variant,zh,Grade 9 semester 1,更明确突出“变换”属性，较适合与一般转动区分。
SYN-0646,HKG-NODE-NODE-NODE-390,几何,图形的位置关系,图形的旋转（平面几何中的旋转变换）,图形旋转,variant,zh,Grade 9 semester 1,常用短语；但与节点389使用面重合。
SYN-0647,HKG-NODE-NODE-NODE-390,几何,图形的位置关系,图形的旋转（平面几何中的旋转变换）,平面图形的旋转,variant,zh,Grade 9 semester 1,与本节点语义一致，强调平面几何场景。
SYN-0648,HKG-NODE-NODE-NODE-392,几何,圆,圆周角定理,圆周角定理,canonical,zh,Grade 9 semester 2,规范知识点名称，指圆周角与所对弧、所对圆心角关系的定理性知识。
SYN-0649,HKG-NODE-NODE-NODE-392,几何,圆,圆周角定理,圆周角性质,variant,zh,Grade 9 semester 2,常见替代表述；但“性质”有时会把若干推论一并带入，外延可能略宽于单一定理。
SYN-0650,HKG-NODE-NODE-NODE-392,几何,圆,圆周角定理,圆周角定理及其推论,variant,zh,Grade 9 semester 2,来源给出的同义表达，但其外延可能大于单独“圆周角定理”节点。
SYN-0652,HKG-NODE-NODE-NODE-392,几何,圆,圆周角定理,同弧所对的圆心角是圆周角的2倍,textbook_phrase,zh,Grade 9 semester 2,常见定理核心表述之一，可视为圆周角定理的命题化表达。
SYN-0653,HKG-NODE-NODE-NODE-393,几何,圆,垂径定理,垂径定理,canonical,zh,Grade 9 semester 2,圆中关于垂直于弦的直径与弦、弧关系的定理性知识点核心名称。
SYN-0654,HKG-NODE-NODE-NODE-393,几何,圆,垂径定理,垂径性质,variant,zh,Grade 9 semester 2,教材或教学中常把该定理内容表述为“性质”。与“垂径定理”通常同指，但有时会混入推论或逆命题，需结合上下文核对。
SYN-0655,HKG-NODE-NODE-NODE-393,几何,圆,垂径定理,垂径定理及其推论,textbook_phrase,zh,Grade 9 semester 2,来源给出的合并式标题，通常覆盖定理本身及直接推论；若知识图谱要求严格区分定理与推论，应进一步拆分。
SYN-0656,HKG-NODE-NODE-NODE-393,几何,圆,垂径定理,垂直于弦的直径平分这条弦,variant,zh,Grade 9 semester 2,垂径定理常见结论式表述之一。仅在明确语境为圆中直径与弦关系时指向本节点。
SYN-0657,HKG-NODE-NODE-NODE-393,几何,圆,垂径定理,垂直于弦的直径平分弦所对的两条弧,variant,zh,Grade 9 semester 2,垂径定理常见结论式表述之一，指向直径、弦与弧的关系。
SYN-0658,HKG-NODE-NODE-NODE-396,几何,圆,圆内接四边形的概念,圆内接四边形的概念,canonical,zh,Grade 9 semester 2,对象概念节点，强调四边形四个顶点在同一圆上这一概念。
SYN-0659,HKG-NODE-NODE-NODE-396,几何,圆,圆内接四边形的概念,内接四边形,variant,zh,Grade 9 semester 2,常用简称。该表述也常被用于包含性质与判定的更宽泛教学单元，因此与性质节点存在歧义。
SYN-0660,HKG-NODE-NODE-NODE-396,几何,圆,圆内接四边形的概念,圆的内接四边形,variant,zh,Grade 9 semester 2,强调该四边形与圆的从属关系，通常仍指对象概念。
SYN-0661,HKG-NODE-NODE-NODE-396,几何,圆,圆内接四边形的概念,圆内接四边形,variant,zh,Grade 9 semester 2,常见规范说法。若上下文出现“性质”“判定”“对角互补”等，应转向性质与判定节点。
SYN-0662,HKG-NODE-NODE-NODE-396,几何,圆,圆内接四边形的概念,圆周四边形,variant,zh,Grade 9 semester 2,部分地区或资料使用的同义称呼，通常指四顶点共圆的四边形。
SYN-0663,HKG-NODE-NODE-NODE-399,几何,圆,圆内接四边形的性质与判定,圆内接四边形的性质与判定,canonical,zh,Grade 9 semester 2,覆盖圆内接四边形相关性质及逆用判定的综合节点。
SYN-0664,HKG-NODE-NODE-NODE-399,几何,圆,圆内接四边形的性质与判定,内接四边形,variant,zh,Grade 9 semester 2,在练习与讲授中常简写为“内接四边形”，但该简称也可仅指概念对象，存在与概念节点的歧义。
SYN-0665,HKG-NODE-NODE-NODE-399,几何,圆,圆内接四边形的性质与判定,圆内接四边形,variant,zh,Grade 9 semester 2,常见名称；在性质、判定题环境下通常指本节点范围。
SYN-0666,HKG-NODE-NODE-NODE-399,几何,圆,圆内接四边形的性质与判定,圆周四边形,variant,zh,Grade 9 semester 2,可作为圆内接四边形的同义表述；当用于角度性质或判定时可指向本节点。
SYN-0667,HKG-NODE-NODE-NODE-399,几何,圆,圆内接四边形的性质与判定,圆内接四边形的性质,variant,zh,Grade 9 semester 2,若教学内容强调对角互补等性质，可视作本节点的子范围表述。
SYN-0668,HKG-NODE-NODE-NODE-399,几何,圆,圆内接四边形的性质与判定,圆内接四边形的判定,variant,zh,Grade 9 semester 2,若教学内容强调逆用判定，可视作本节点的子范围表述。
SYN-0669,HKG-NODE-NODE-NODE-403,几何,三角形,三角形内心的概念与作图依据,三角形内心的概念与作图依据,canonical,zh,Grade 9 semester 2,聚焦内心的定义性认识及据此作图。
SYN-0670,HKG-NODE-NODE-NODE-403,几何,三角形,三角形内心的概念与作图依据,三角形的内心,variant,zh,Grade 9 semester 2,规范表述，通常指三角形三条角平分线的交点。
SYN-0671,HKG-NODE-NODE-NODE-403,几何,三角形,三角形内心的概念与作图依据,内心,variant,zh,Grade 9 semester 2,几何中常用简称；脱离“三角形”语境时可能过于泛化，但在初中几何通常默认指三角形内心。
SYN-0672,HKG-NODE-NODE-NODE-403,几何,三角形,三角形内心的概念与作图依据,角平分线交点,variant,zh,Grade 9 semester 2,定义式表述，指三角形三条角平分线的交点。
SYN-0673,HKG-NODE-NODE-NODE-403,几何,三角形,三角形内心的概念与作图依据,三角形三条角平分线的交点,variant,zh,Grade 9 semester 2,更完整的定义式说法，可直接指向内心概念与作图依据。
SYN-0674,HKG-NODE-NODE-NODE-404,几何,三角形,三角形外心的概念与作图依据,三角形外心的概念与作图依据,canonical,zh,Grade 9 semester 2,聚焦外心的定义性认识及据此作图。
SYN-0675,HKG-NODE-NODE-NODE-404,几何,三角形,三角形外心的概念与作图依据,三角形的外心,variant,zh,Grade 9 semester 2,规范表述，通常指三边垂直平分线的交点。
SYN-0676,HKG-NODE-NODE-NODE-404,几何,三角形,三角形外心的概念与作图依据,外心,variant,zh,Grade 9 semester 2,几何中常用简称；在初中语境中一般默认指三角形外心。
SYN-0677,HKG-NODE-NODE-NODE-404,几何,三角形,三角形外心的概念与作图依据,垂直平分线交点,variant,zh,Grade 9 semester 2,定义式表述，指三角形三边垂直平分线的交点。
SYN-0678,HKG-NODE-NODE-NODE-404,几何,三角形,三角形外心的概念与作图依据,三角形三边垂直平分线的交点,variant,zh,Grade 9 semester 2,更完整的定义式说法，可直接指向外心概念与作图依据。
SYN-0679,HKG-NODE-NODE-NODE-409,几何,图形的位置关系,直线与圆的位置关系的分类：相交、相离、相切,直线与圆的位置关系的分类：相交、相离、相切,canonical,zh,Grade 9 semester 2,直线与圆基本位置关系分类节点。
SYN-0680,HKG-NODE-NODE-NODE-409,几何,图形的位置关系,直线与圆的位置关系的分类：相交、相离、相切,直线和圆的位置关系,variant,zh,Grade 9 semester 2,“和/与”属于表面差异。该表述有时也用于包含判定方法的更大范围内容。
SYN-0681,HKG-NODE-NODE-NODE-409,几何,图形的位置关系,直线与圆的位置关系的分类：相交、相离、相切,直线与圆的相交、相离、相切,variant,zh,Grade 9 semester 2,直接列举三类情形，通常与本节点同义。
SYN-0682,HKG-NODE-NODE-NODE-409,几何,图形的位置关系,直线与圆的位置关系的分类：相交、相离、相切,直线与圆的位置关系分类,variant,zh,Grade 9 semester 2,强调分类任务而非判定方法。
SYN-0683,HKG-NODE-NODE-NODE-409,几何,图形的位置关系,直线与圆的位置关系的分类：相交、相离、相切,直线与圆的位置关系,variant,zh,Grade 9 semester 2,常用总称；若上下文只要求识别相交、相离、相切三类，可指向本节点。
SYN-0684,HKG-NODE-NODE-NODE-410,几何,图形的位置关系,直线与圆的位置关系分类：相交、相离、相切,直线与圆的位置关系分类：相交、相离、相切,canonical,zh,Grade 9 semester 2,与409几乎同域同义的节点名称，当前更像重复建点。
SYN-0685,HKG-NODE-NODE-NODE-410,几何,图形的位置关系,直线与圆的位置关系分类：相交、相离、相切,直线与圆的相交、相离、相切,variant,zh,Grade 9 semester 2,直接列举三类位置关系的常见说法。
SYN-0686,HKG-NODE-NODE-NODE-410,几何,图形的位置关系,直线与圆的位置关系分类：相交、相离、相切,直线和圆的位置关系,variant,zh,Grade 9 semester 2,“和/与”属于表面变体；若上下文强调三类基本情形，可指向本节点。
SYN-0687,HKG-NODE-NODE-NODE-410,几何,图形的位置关系,直线与圆的位置关系分类：相交、相离、相切,直线与圆的位置关系,variant,zh,Grade 9 semester 2,常见总称。用于分类识别语境时可对应本节点。
SYN-0688,HKG-NODE-NODE-NODE-414,概率与统计,统计,认识复式统计表并理解其用多项分类信息整理数据的作用,认识复式统计表并理解其用多项分类信息整理数据的作用,canonical,zh,Grade 3 semester 2,强调复式统计表的概念性认识及其在多项分类信息整理中的作用。
SYN-0689,HKG-NODE-NODE-NODE-414,概率与统计,统计,认识复式统计表并理解其用多项分类信息整理数据的作用,复式统计表的概念,variant,zh,Grade 3 semester 2,对应概念认识层面的表述。
SYN-0690,HKG-NODE-NODE-NODE-414,概率与统计,统计,认识复式统计表并理解其用多项分类信息整理数据的作用,认识复式统计表,variant,zh,Grade 3 semester 2,常见教学目标式表述，强调初步认识。
SYN-0691,HKG-NODE-NODE-NODE-414,概率与统计,统计,认识复式统计表并理解其用多项分类信息整理数据的作用,复式统计表,variant,zh,Grade 3 semester 2,最常见简称；但该表述也可能指向结构、用途、制作等更宽节点。
SYN-0693,HKG-NODE-NODE-NODE-416,概率与统计,统计,认识复式统计表的结构与用途,认识复式统计表的结构与用途,canonical,zh,Grade 3 semester 2,聚焦复式统计表的表示结构、行列类别含义及基本用途。
SYN-0694,HKG-NODE-NODE-NODE-416,概率与统计,统计,认识复式统计表的结构与用途,复式统计表,variant,zh,Grade 3 semester 2,最常见名称；在强调结构、用途、双向分类时可指向本节点。
SYN-0695,HKG-NODE-NODE-NODE-416,概率与统计,统计,认识复式统计表的结构与用途,双向统计表,variant,zh,Grade 3 semester 2,常见同义称呼，强调两个分类维度。
SYN-0697,HKG-NODE-NODE-NODE-416,概率与统计,统计,认识复式统计表的结构与用途,复式统计表的结构与用途,variant,zh,Grade 3 semester 2,直接对应本节点的范围。
SYN-0698,HKG-NODE-NODE-NODE-418,概率与统计,统计,根据统计数据绘制条形统计图,根据统计数据绘制条形统计图,canonical,zh,Grade 4 semester 1,根据给定数据作出条形统计图的技能节点。
SYN-0699,HKG-NODE-NODE-NODE-418,概率与统计,统计,根据统计数据绘制条形统计图,条形统计图的绘制,variant,zh,Grade 4 semester 1,偏书面化的技能名称。
